"id","N","P","K","temperature","humidity","ph","rainfall","crop","crop_code","depto_code","id_depto","departamento_colombia","zona_vida","crop_code","crop","temperature_min","temperature_max","rainfall_min","rainfall_max"
385,29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
386,32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
387,17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
388,13,69,19,17.30844532,20.01730914,5.86390397,115.199245,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
389,14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
390,9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
391,20,73,22,16.03768615,22.33195853,5.976312537999999,130.3900798,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
392,40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
393,27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
394,14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
395,7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
396,27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
397,30,63,16,23.60506572,21.90539577,5.5259045260000015,100.5978728,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
398,37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
399,27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
400,22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans,4,3,3,Huila,X,4,kidneybeans,18.0,30.0,500.0,1500.0
401,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
402,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
403,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
404,27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
405,10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
406,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
407,40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
408,38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
409,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
410,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
411,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
412,16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
413,31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
414,16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
415,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
416,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
417,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
418,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
419,26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
420,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
421,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
422,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
423,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
424,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
425,16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
426,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
427,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
428,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
429,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
430,1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
431,6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
432,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
433,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
434,27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
435,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
436,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
437,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
438,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
439,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
440,39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
441,6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
442,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
443,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
444,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
445,16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
446,23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
447,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
448,28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
449,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
450,36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
451,1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
452,24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
453,17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
454,5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
455,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
456,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
457,13,73,20,30.50420876,35.48885969,5.391560417999999,162.59277230000004,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
458,6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
459,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
460,25,64,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
461,34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
462,20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
463,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
464,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
465,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
466,7,77,18,20.5591255,60.54880693,6.655918077999999,191.0895109,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
467,29,78,25,19.95991719,59.33157782,5.982854522999999,195.787103,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
468,30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
469,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
470,19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
471,3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
472,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
473,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
474,37,73,21,29.50304807,63.46513414,5.560224582999999,189.5208915,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
475,9,59,24,20.43517772,39.37252634,4.747352458,137.22796619999997,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
476,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
477,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
478,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
479,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
480,13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
481,27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
482,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
483,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
484,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
485,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
486,18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
487,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
488,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
489,27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
490,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
491,23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
492,4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
493,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
494,7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
495,17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
496,35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
497,11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
498,20,60,22,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
499,10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
500,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,5,9,9,Atlántico,X,5,pigeonpeas,18.0,32.0,400.0,1000.0
501,3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
502,22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
503,36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
504,4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
505,29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
506,32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
507,14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
508,5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
509,25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
510,11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
511,40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
512,38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
513,27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
514,24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
515,23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
516,29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
517,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
518,0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
519,7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
520,17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
521,11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
522,22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
523,9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
524,28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
525,26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
526,36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
527,8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
528,24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
529,22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
530,36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
531,22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
532,17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
533,8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
534,7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
535,36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
536,11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
537,6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
538,17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
539,4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
540,9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
541,25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
542,36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
543,21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
544,37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
545,32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
546,29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
547,25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
548,10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
549,23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
550,9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
551,3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
552,22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
553,12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
554,39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
555,32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
556,30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
557,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
558,4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
559,21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans,6,7,7,Nariño,X,6,mothbeans,20.0,35.0,200.0,800.0
