id,N,P,K,temperature,humidity,ph,rainfall,crop,crop_code,depto_code,id_depto,departamento_colombia,zona_vida,temperature_min,temperature_max,rainfall_min,rainfall_max,Longitud,Latitud
358,34,59,18,2.338.002.569,2.198.879.437,5.744.117.663,8.766.898.664,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
359,12,63,17,18.358.923,1.937.703.396,5.717.143.397,138.414.764,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
360,27,56,20,1.925.975.367,2.051.346.956,5.542.690.119,949.533.526,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
361,7,63,24,2.295.458.237,2.403.553.105,5.858.617.867,1.077.315.386,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
362,24,67,22,20.120.043,2.289.845.607,5.618.844.277.000.000,1.046.252.153,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
363,11,71,24,2.114.011.423,227.182.355,56.066.203.460.000.000,1.416.056.722,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
364,37,74,15,2.492.360.104,1.822.590.825,5.582.178.402,627.089.169,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
365,25,76,24,1.533.042.636,2.491.506.728,556.503.533,1.353.315.583,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
366,34,66,17,1.881.097.271,2.127.833.035,5.889.614.577.000.000,125.084.915,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
367,20,69,15,2.344.260.668,2.277.255.917,5.934.136.378,1.074.137.246,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
368,37,65,16,228.352.024,1.897.267.518,5.683.548.308,6.359.276.673,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
369,18,74,15,249.035.819,2.227.512.704,570.836.603,1.464.727.237,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
370,4,67,25,2.378.709.569,2.435.679.348,5.948.164.454,1.196.404.412,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
371,37,56,25,2.205.592.283,1.960.379.304,5.774.755.143.999.990,1.267.265.372,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
372,5,59,15,1.887.492.997,2.018.238.348,597.229.163,1.341.811.718,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
373,11,61,21,1.862.328.774,2.302.410.338,5.532.100.554,13.533.780.330.000.000,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
374,22,80,20,2.300.884.744,1.886.880.997,5.669.560.726,100.118.612,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
375,12,61,19,1.933.162.606,2.413.995.025,5.655.726.817.000.000,6.851.253.427,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
376,5,74,21,1.624.469.193,2.135.793.891,5.591.704.013.999.990,6.697.053.257,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
377,27,69,22,1.791.652.287,2.490.814.655,5.932.323.085,6.914.681.022,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
378,31,75,18,1.546.789.263,2.143.780.702,5.824.208.308.999.990,8.888.796.102,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
379,36,68,20,1.706.104.474,2.377.201.471,586.442.953,8.183.420.522,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
380,5,65,16,2.132.776.028,1.848.522.915,5.866.744.372,1.091.013.261,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
381,32,79,15,2.390.910.104,2.074.619.325,5.706.198.621,8.160.211.243,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
382,11,78,22,2.389.756.791,2.274.378.977,5.940.546.818,1.126.616.435,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
383,0,55,22,2.298.666.928,2.057.940.608,5.916.779.289,14.385.849.380.000.000,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
384,14,59,15,2.135.135.729,2.291.244.883,5.779.090.476,1.464.548.645,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
385,29,68,23,241.638.445,1.927.907.819,582.738.029,1.167.324.324,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
386,32,68,19,2.462.835.037,1.818.325.169,5.514.234.138,1.497.441.028,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
387,17,64,17,2.102.213.209,2.493.896.255,5.662.699.104,1.246.118.471,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
388,13,69,19,1.730.844.532,2.001.730.914,586.390.397,115.199.245,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
389,14,67,22,2.382.576.704,2.475.485.098,5.624.690.247.999.990,8.464.143.632,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
390,9,69,20,1.930.607.278,2.396.362.799,5.591.560.999,1.293.449.326,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
391,20,73,22,1.603.768.615,2.233.195.853,5.976.312.537.999.990,1.303.900.798,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
392,40,78,20,1.918.572.809,2.083.398.341,5.669.236.258,8.015.293.435,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
393,27,72,23,1.992.889.503,2.179.992.115,5.961.934.481,6.402.640.797,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
394,14,67,15,1.956.376.468,2.467.385.131,5.690.065.688,1.392.921.004,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
395,7,56,18,1.831.357.543,2.432.991.649,5.698.371.311,7.614.153.904,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
396,27,65,18,2.010.993.761,2.322.323.766,559.503.163,7.336.386.477,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
397,30,63,16,2.360.506.572,2.190.539.577,55.259.045.260.000.000,1.005.978.728,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
398,37,70,25,1.973.136.909,2.489.487.354,5.819.403.771,8.406.354.115,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
399,27,63,19,2.093.409.877,211.893.007,5.562.201.934,1.331.914.419,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
400,22,60,24,1.878.226.261,2.024.768.314,5.630.664.753,1.042.570.723,kidneybeans,4,3,3,Huila,Bosque Subhumedo-Tropical,18.0,30.0,500.0,1500.0,"-75,58434959","2,570141987"
401,3,72,24,3.651.268.371,5.792.887.167,603.160.778,1.226.539.694,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
402,40,59,23,3.689.163.721,6.273.178.224,5.269.084.669,1.637.266.551,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
403,33,73,23,2.923.540.524,5.938.967.583,5.985.792.703,1.033.301.803,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
404,27,57,24,2.733.534.897,4.335.795.962,609.186.275,14.233.036.769.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
405,10,79,18,210.643.684,5.546.985.938,5.624.731.337.999.990,1.846.226.709,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
406,30,75,25,3.033.276.599,4.235.249.879,6.446.091.759,149.299.952,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
407,40,70,20,3.180.130.272,4.503.186.173,5.623.490.042.999.990,14.703.614.419.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
408,38,55,19,3.318.184.225,3.823.184.742,5.864.623.352.000.000,1.988.298.806,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
409,35,58,20,2.938.538.562,6.347.742.011,5.761.702.519,9.005.422.663,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
410,38,61,21,3.027.374.995,6.738.680.755,4.696.518.678,1.277.767.134,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
411,33,58,24,3.545.790.488,6.875.810.535,5.269.504.214,1.086.333.046,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
412,16,56,17,3.380.020.039,4.003.262.418,7.445.444.882.999.990,1.766.165.894,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
413,31,72,17,2.869.180.475,4.947.225.353,5.833.031.707.999.990,9.636.222.901,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
414,16,80,20,3.124.021.696,5.667.369.054,73.393.209.289.999.900,1.220.146.733,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
415,27,72,17,2.898.039.357,5.723.265.151,6.347.929.353,1.207.435.664,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
416,40,62,19,2.732.198.928,3.413.737.127,4.697.750.704,9.651.524.028,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
417,18,58,16,2.147.607.807,3.880.023.714,4.962.661.422,180.382.234,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
418,3,68,16,1.831.910.448,3.469.776.639,4.964.887.857,1.074.721.605,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
419,26,67,24,3.697.794.384,3.773.992.903,5.642.813.116,16.148.129.630.000.000,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
420,16,70,20,2.480.467.592,401.242.747,56.093.956,1.215.639.121,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
421,24,63,19,193.479.443,5.596.805.489,4.681.576.043,1.945.921.148,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
422,9,76,25,2.888.302.142,5.012.323.801,570.951.224,1.792.155.874,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
423,16,55,19,1.954.314.136,4.719.188.279,6.413.543.781,1.924.372.194,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
424,28,75,21,247.741.949,5.054.621.094,6.007.508.163,1.142.821.387,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
425,16,71,24,1.833.124.824,3.840.975.482,4.946.369.874,13.964.833.169.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
426,24,70,21,1.914.729.038,453.733.757,5.517.208.078,1.327.748.215,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
427,38,72,21,2.823.416.057,494.421.345,5.902.103.172,1.865.008.581,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
428,9,66,21,3.011.812.084,3.413.307.843,5.719.889.876,1.570.858.232,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
429,34,56,17,334.126.864,3.542.910.045,4.548.202.098,1.396.702.541,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
430,1,76,19,2.418.553.163,4.668.746.847,66.695.294.160.000.000,1.773.377.996,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
431,6,69,19,2.688.630.675,4.169.617.915,47.509.292.180.000.000,9.446.748.008,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
432,26,73,21,3.133.170.829,5.797.429.171,4.946.263.888,1.617.820.226,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
433,27,61,18,3.330.711.818,6.707.780.816,5.266.227.032,1.085.090.168,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
434,27,71,23,2.345.379.018,4.648.714.759,710.959.773,15.087.122.019.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
435,36,61,21,3.453.823.889,3.904.468.913,5.617.008.201,1.685.948.318,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
436,17,73,18,1.950.112.224,3.451.086.611,5.632.353.113,1.973.752.649,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
437,26,72,22,2.876.794.904,3.757.792.132,4.674.941.549,9.172.084.869,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
438,17,64,16,3.097.758.716,3.224.914.235,7.161.797.643,180.716.828,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
439,14,74,19,1.839.759.147,3.682.639.309,6.624.966.131,9.312.330.644,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
440,39,60,15,3.509.357.419,3.098.685.456,5.004.074.623.999.990,1.169.106.908,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
441,6,66,15,3.493.174.223,3.040.046.769,63.458.060.110.000.000,1.592.649.827,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
442,8,59,18,2.950.523.036,3.572.032.498,6.216.814.453,1.878.961.851,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
443,2,67,18,3.451.934.775,4.752.980.027,5.921.666.758,1.290.064.612,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
444,1,76,17,2.843.430.726,5.210.010.827,6.012.719.118,1.470.414.824,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
445,16,73,19,1.841.645.629,3.480.541.039,4.684.079.249,16.327.474.730.000.000,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
446,23,75,25,3.107.508.973,4.719.847.683,7.077.170.002.000.000,9.131.256.412,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
447,32,70,20,2.089.342.749,4.624.856.523,6.208.843.215,1.955.697.875,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
448,28,59,22,3.090.607.799,5.279.913.039,705.181.629,17.099.198.280.000.000,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
449,5,62,23,279.348.279,6.645.457.122,4.722.222.454,1.453.728.801,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
450,36,67,25,3.595.176.642,3.652.780.776,6.418.062.652.000.000,1.360.456.753,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
451,1,66,23,1.954.317.155,5.692.831.399,4.803.564.468,1.731.686.574,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
452,24,73,20,1.963.736.208,3.231.528.909,4.608.695.247,1.764.134.092,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
453,17,67,18,312.192.752,5.646.868.874,5.611.510.977.000.000,12.920.286.529.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
454,5,55,18,3.350.876.355,4.570.976.142,7.322.097.972.000.000,1.266.738.117,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
455,5,56,24,2.480.710.166,4.501.110.015,5.023.115.055,1.884.928.637,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
456,37,77,17,3.620.970.524,3.194.550.613,5.617.122.801,1.910.658.531,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
457,13,73,20,3.050.420.876,3.548.885.969,5.391.560.417.999.990,16.259.277.230.000.000,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
458,6,63,23,2.601.630.259,4.994.704.718,5.906.596.905,16.033.374.469.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
459,16,77,22,3.148.469.278,356.395.615,6.574.209.678,100.546.816,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
460,25,64,20,3.315.122.581,3.245.974.539,4.807.776.748.999.990,10.503.802.749.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
461,34,75,24,2.350.222.822,5.129.019.509,4.760.038.038.999.990,1.923.023.991,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
462,20,77,23,3.487.248.659,3.883.786.012,5.180.271.502,14.825.027.859.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
463,35,80,25,2.809.269.012,4.493.322.042,4.895.927.306,1.971.144.011,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
464,14,75,24,2.454.757.829,573.414.485,6.436.160.044,1.183.606.557,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
465,36,80,21,3.364.769.646,4.841.490.082,7.066.087.261,1.004.673.278,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
466,7,77,18,205.591.255,6.054.880.693,6.655.918.077.999.990,1.910.895.109,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
467,29,78,25,1.995.991.719,5.933.157.782,5.982.854.522.999.990,195.787.103,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
468,30,60,21,2.887.667.593,624.901.206,5.457.871.272.999.990,1.822.688.175,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
469,20,74,16,3.604.353.699,4.361.444.121,4.759.490.199,1.598.938.645,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
470,19,57,23,236.734.328,472.879.691,7.342.409.555,14.112.507.219.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
471,3,60,19,2.574.679.443,407.192.594,4.820.788.186.000.000,1.007.791.633,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
472,5,77,19,3.108.564.994,6.668.832.981,6.242.052.013,1.759.303.271,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
473,5,68,20,1.872.987.676,6.133.186.249,5.001.038.726,1.398.710.041,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
474,37,73,21,2.950.304.807,6.346.513.414,5.560.224.582.999.990,1.895.208.915,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
475,9,59,24,2.043.517.772,3.937.252.634,4.747.352.458,13.722.796.619.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
476,20,72,15,3.600.415.838,5.601.334.416,7.313.517.308,1.348.596.466,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
477,31,56,23,3.146.846.241,3.539.454.002,5.661.826.398,1.745.723.999,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
478,0,70,21,3.630.049.702,5.603.021.253,4.672.437.054,1.016.073.988,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
479,21,74,15,2.949.096.726,6.710.604.388,6.471.862.118,1.532.504.506,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
480,13,67,18,305.753.044,3.475.591.197,5.384.762.927.000.000,1.775.764.304,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
481,27,74,20,2.469.487.673,5.996.669.215,58.598.134.160.000.000,9.195.792.434,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
482,29,72,24,2.317.409.556,3.667.847.052,6.962.386.495,1.625.931.264,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
483,5,68,20,1.904.380.471,3.310.695.144,612.166.671,1.553.705.624,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
484,39,57,19,2.932.379.604,4.593.248.374,6.421.748.487,1.654.113.371,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
485,22,62,16,346.455.408,5.432.342.534,4.828.936.119,1.809.009.998,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
486,18,55,23,219.989.826,5.631.006.755,698.571.967,13.682.743.119.999.900,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
487,39,77,21,2.299.774.444,6.024.218.572,4.603.563.116,159.689.339,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
488,13,75,20,3.055.992.394,3.529.006.485,6.979.540.061,1.788.998.611,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
489,27,71,24,3.146.417.866,4.817.631.461,7.064.973.419,16.540.535.400.000.000,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
490,26,64,22,2.595.058.595,4.058.227.261,516.516.459,1.091.821.183,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
491,23,55,16,2.101.142.393,6.969.141.302,5.111.488.821,1.852.039.114,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
492,4,69,19,1.925.100.056,4.770.351.758,5.374.358.869,149.063.196,pigeonpeas,5,9,9,Atlántico,Matorral tropical,18.0,32.0,400.0,1000.0,"-74,96619347","10,67712202"
